accident_uid,accident_type,accident_type_de,accident_type_fr,accident_type_it,accident_type_en,accident_severity_category,accident_severity_category_de,accident_severity_category_fr,accident_severity_category_it,accident_severity_category_en,accident_involving_pedestrian,accident_involving_bicycle,accident_involving_motorcycle,road_type,road_type_de,road_type_fr,road_type_it,road_type_en,canton_code,municipality_code,accident_year,accident_month,accident_month_de,accident_month_fr,accident_month_it,accident_month_en,accident_week_day,accident_week_day_de,accident_week_day_fr,accident_week_day_it,accident_week_day_en,accident_hour,accident_hour_text,gemeinde_f,gemeinde_d,lon,lat
00E3DB02CC9F8A46AFB1F46A3AE39464,at4,Einbiegeunfall,accident en s'engageant sur une route,Incidente nell’immettersi in una strada,Accident when turning-into main road,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,GE,6628,2024,8,August,août,Agosto,August,aw401,Montag,lundi,Lunedí,Monday,19,19h-20h,Lancy,Lancy,6.113789478929035,46.18083690656253
026AC10754E7F048BE5868F5AB5F6039,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,VD,5402,2024,11,November,novembre,Novembre,November,aw406,Samstag,samedi,Sabato,Saturday,14,14h-15h,Bex,Bex,7.009964444715826,46.22155796291743
0A6C152F78F3C94FA323650CFA5E90AA,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,VD,5414,2024,7,Juli,juillet,Luglio,July,aw406,Samstag,samedi,Sabato,Saturday,20,20h-21h,Villeneuve (VD),Villeneuve VD,6.928625225594417,46.40382522378686
1C17E8BC6BC3015AE0630AB38B021580,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,GE,6621,2024,3,März,mars,Marzo,March,aw404,Donnerstag,jeudi,Giovedì,Thursday,13,13h-14h,Genève,Genf,6.148046343035365,46.206569177557775
1CF4E7F87D3202D8E0630AB38B028ED3,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,ZG,1704,2024,7,Juli,juillet,Luglio,July,aw404,Donnerstag,jeudi,Giovedì,Thursday,19,19h-20h,Menzingen,Menzingen,8.588186388786568,47.16217754783173
1CF4E7F8A3ED02D8E0630AB38B028ED3,at4,Einbiegeunfall,accident en s'engageant sur une route,Incidente nell’immettersi in una strada,Accident when turning-into main road,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,AG,4123,2024,5,Mai,mai,Maggio,May,aw401,Montag,lundi,Lunedí,Monday,13,13h-14h,Windisch,Windisch,8.221449705935221,47.478502082527946
1CF4E83A1C7C029EE0630AB38B024CC2,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,ZH,55,2024,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,18,18h-19h,Eglisau,Eglisau,8.521708237516062,47.574492764405846
1CF4E83A49F0029EE0630AB38B024CC2,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,LU,1033,2024,6,Juni,juin,Giugno,June,aw401,Montag,lundi,Lunedí,Monday,11,11h-12h,Inwil,Inwil,8.354473730100842,47.12277932948531
1CF4E83DD298022AE0630AB38B02A742,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,BE,404,2024,4,April,avril,Aprile,April,aw404,Donnerstag,jeudi,Giovedì,Thursday,05,05h-06h,Berthoud,Burgdorf,7.625755551809672,47.06062672798964
1CF4EE34FC3002CEE0630AB38B02AA44,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,VD,5501,2024,5,Mai,mai,Maggio,May,aw407,Sonntag,dimanche,Domenica,Sunday,12,12h-13h,Sullens,Sullens,6.559599166459209,46.592711201937796
1E5E179B2E3602FAE0630AB38B02AA80,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,GR,3762,2024,7,Juli,juillet,Luglio,July,aw405,Freitag,vendredi,Venerdì,Friday,11,11h-12h,Scuol,Scuol,10.365415111452304,46.82001099223092
1E5E179B470D02FAE0630AB38B02AA80,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,AI,3112,2024,6,Juni,juin,Giugno,June,aw406,Samstag,samedi,Sabato,Saturday,09,09h-10h,Schwende-Rüti,Schwende-Rüti,9.435661404959566,47.29645158173653
1E712CA8B31302D4E0630AB38B02E93B,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,GR,3661,2024,7,Juli,juillet,Luglio,July,aw405,Freitag,vendredi,Venerdì,Friday,15,15h-16h,Cazis,Cazis,9.424498613090437,46.750238026109976
1E712CA8DE8602D4E0630AB38B02E93B,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,TG,4545,2024,5,Mai,mai,Maggio,May,aw401,Montag,lundi,Lunedí,Monday,09,09h-10h,Diessenhofen,Diessenhofen,8.761689287622918,47.67770891802714
2158FC0A31230264E0630AB38B02DE51,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,LU,1061,2024,8,August,août,Agosto,August,aw406,Samstag,samedi,Sabato,Saturday,09,09h-10h,Lucerne,Luzern,8.301113258834041,47.04020860068721
2158FC0A41690264E0630AB38B02DE51,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,SG,3444,2024,8,August,août,Agosto,August,aw406,Samstag,samedi,Sabato,Saturday,15,15h-16h,Waldkirch,Waldkirch,9.284069360934035,47.47256006722643
2158FC0A72CA0264E0630AB38B02DE51,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,ZH,295,2024,8,August,août,Agosto,August,aw402,Dienstag,mardi,Martedì,Tuesday,07,07h-08h,Horgen,Horgen,8.605971265427982,47.25736150061138
2158FC0A96470264E0630AB38B02DE51,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,SZ,1367,2024,8,August,août,Agosto,August,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,12,12h-13h,Muotathal,Muotathal,8.791943014771721,46.97871242439223
215E7FD0DE58018AE0630AB38B02DA4E,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,BE,448,2024,7,Juli,juillet,Luglio,July,aw405,Freitag,vendredi,Venerdì,Friday,13,13h-14h,Villeret,Villeret,7.011196612325241,47.16477891663938
215E7FD0DEAF018AE0630AB38B02DA4E,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt430,Autobahn,autoroute,Autostrada,Motorway,TI,5151,2024,7,Juli,juillet,Luglio,July,aw404,Donnerstag,jeudi,Giovedì,Thursday,17,17h-18h,Bioggio,Bioggio,8.91657965024743,46.012493932768145
22C68181B106027CE0630AB38B02D29C,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,ZH,261,2024,9,September,septembre,Settembre,September,aw406,Samstag,samedi,Sabato,Saturday,12,12h-13h,Zurich,Zürich,8.486747602462984,47.389801176156624
22C7A03A2ED401BCE0630AB38B025D92,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,AR,3001,2024,7,Juli,juillet,Luglio,July,aw404,Donnerstag,jeudi,Giovedì,Thursday,20,20h-21h,Herisau,Herisau,9.272472521846563,47.380979641803975
22C7A040BB5F010EE0630AB38B02DDD0,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,BE,907,2024,9,September,septembre,Settembre,September,aw402,Dienstag,mardi,Martedì,Tuesday,07,07h-08h,Signau,Signau,7.736840510159577,46.92576204899086
22DA948CFD650230E0630AB38B023EF2,at4,Einbiegeunfall,accident en s'engageant sur une route,Incidente nell’immettersi in una strada,Accident when turning-into main road,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt439,andere,autre,Altro,Other,VS,6007,2024,8,August,août,Agosto,August,aw402,Dienstag,mardi,Martedì,Tuesday,14,14h-15h,Naters,Naters,7.991107843478843,46.32370685089157
249194D46C7801D6E0630AB38B022509,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,TRUE,FALSE,FALSE,rt439,andere,autre,Altro,Other,BL,2770,2024,8,August,août,Agosto,August,aw406,Samstag,samedi,Sabato,Saturday,11,11h-12h,Muttenz,Muttenz,7.62772649590543,47.53564798584914
5D51EEDD0FE87E4982A8882B631A32E6,at4,Einbiegeunfall,accident en s'engageant sur une route,Incidente nell’immettersi in una strada,Accident when turning-into main road,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,BS,2701,2024,10,Oktober,octobre,Ottobre,October,aw401,Montag,lundi,Lunedí,Monday,17,17h-18h,Bâle,Basel,7.620960204081019,47.54544403123472
8E5A5D4653D82A4CB1C315C481E6337C,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt430,Autobahn,autoroute,Autostrada,Motorway,AG,4010,2024,9,September,septembre,Settembre,September,aw406,Samstag,samedi,Sabato,Saturday,15,15h-16h,Oberentfelden,Oberentfelden,8.04908234548614,47.346367594115655
02165FE3EDDFFF488C51F11583DFBB5D,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,TRUE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,SG,3359,2024,10,Oktober,octobre,Ottobre,October,aw402,Dienstag,mardi,Martedì,Tuesday,10,10h-11h,Wildhaus-Alt St. Johann,Wildhaus-Alt St. Johann,9.250080106526612,47.18404043120207
02FC36D73D569D448D168D76CDB48394,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,SH,2920,2024,12,Dezember,décembre,Dicembre,December,aw407,Sonntag,dimanche,Domenica,Sunday,14,14h-15h,Thayngen,Thayngen,8.716120118566197,47.75692848583772
040D307CBFEED24C9C7110D9B4D4C31B,at4,Einbiegeunfall,accident en s'engageant sur une route,Incidente nell’immettersi in una strada,Accident when turning-into main road,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,GE,6626,2024,9,September,septembre,Settembre,September,aw404,Donnerstag,jeudi,Giovedì,Thursday,13,13h-14h,Jussy,Jussy,6.276507368455392,46.23773522580123
0465EC5D271D5D4E8CC34B8EDEB6FBE3,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,VD,5938,2024,10,Oktober,octobre,Ottobre,October,aw406,Samstag,samedi,Sabato,Saturday,08,08h-09h,Yverdon-les-Bains,Yverdon-les-Bains,6.639404053582357,46.755399076812985
04EB30337F3F724A8533CC3131971916,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,VD,5693,2024,12,Dezember,décembre,Dicembre,December,aw407,Sonntag,dimanche,Domenica,Sunday,15,15h-16h,Montanaire,Montanaire,6.718528718031239,46.6613892335159
054D9E3E2D57694DA4A31F683A45B9FB,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,NW,1501,2024,9,September,septembre,Settembre,September,aw404,Donnerstag,jeudi,Giovedì,Thursday,13,13h-14h,Beckenried,Beckenried,8.472745949516273,46.965159636023536
0AF2B193E6D9AD49968E2A0107B9B899,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,TG,4511,2024,10,Oktober,octobre,Ottobre,October,aw406,Samstag,samedi,Sabato,Saturday,22,22h-23h,Zihlschlacht-Sitterdorf,Zihlschlacht-Sitterdorf,9.24743368081736,47.50412198820904
0BFE960BDB77564486A4CC06DF751971,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,BS,2701,2024,10,Oktober,octobre,Ottobre,October,aw402,Dienstag,mardi,Martedì,Tuesday,16,16h-17h,Bâle,Basel,7.605536114770012,47.5574648321816
0CEC85610FA07545BB0CB374F64AFD6F,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,AG,4312,2024,11,November,novembre,Novembre,November,aw406,Samstag,samedi,Sabato,Saturday,07,07h-08h,Lengnau (AG),Lengnau AG,8.331030628037622,47.519263754427875
0E7E7D97ACA10106E0630AB38B02D6A6,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,TRUE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,ZH,261,2024,1,Januar,janvier,Gennaio,January,aw401,Montag,lundi,Lunedí,Monday,09,09h-10h,Zurich,Zürich,8.544194181583302,47.40961266851818
0EC2E7599E80016EE0630AB38B02717F,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,AG,4072,2024,1,Januar,janvier,Gennaio,January,aw404,Donnerstag,jeudi,Giovedì,Thursday,18,18h-19h,Niederwil (AG),Niederwil AG,8.298507699606112,47.38340376933555
0EC77504C5CE0166E0630AB38B021469,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,ZH,24,2024,1,Januar,janvier,Gennaio,January,aw405,Freitag,vendredi,Venerdì,Friday,21,21h-22h,Buch am Irchel,Buch am Irchel,8.613428825990509,47.550780159118766
0F0ABEBCE39B019AE0630AB38B027E44,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,AG,4318,2024,1,Januar,janvier,Gennaio,January,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,12,12h-13h,Schneisingen,Schneisingen,8.360889734556533,47.511492541370444
0FFD919481370274E0630AB38B02ADF8,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,GE,6621,2024,1,Januar,janvier,Gennaio,January,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,09,09h-10h,Genève,Genf,6.163983540908015,46.199993762265194
0FFD94B48BAF022EE0630AB38B02664B,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,ZH,261,2024,1,Januar,janvier,Gennaio,January,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,22,22h-23h,Zurich,Zürich,8.547693561618638,47.412853343536376
0FFD94B4920C022EE0630AB38B02664B,at4,Einbiegeunfall,accident en s'engageant sur une route,Incidente nell’immettersi in una strada,Accident when turning-into main road,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,SG,3251,2024,1,Januar,janvier,Gennaio,January,aw401,Montag,lundi,Lunedí,Monday,07,07h-08h,Altstätten,Altstätten,9.548460894185654,47.37699532565392
103CCB7EB0130256E0630AB38B021AB5,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,BE,404,2024,1,Januar,janvier,Gennaio,January,aw404,Donnerstag,jeudi,Giovedì,Thursday,15,15h-16h,Berthoud,Burgdorf,7.61328709205766,47.05967482187205
10B2453F558A017AE0630AB38B02515F,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,BS,2701,2024,1,Januar,janvier,Gennaio,January,aw404,Donnerstag,jeudi,Giovedì,Thursday,08,08h-09h,Bâle,Basel,7.56045662633678,47.5519175528072
10B2453F56FD017AE0630AB38B02515F,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,SO,2601,2024,1,Januar,janvier,Gennaio,January,aw402,Dienstag,mardi,Martedì,Tuesday,15,15h-16h,Soleure,Solothurn,7.546217499351768,47.209125121978715
112AF5FF8B7B0270E0630AB38B0269C5,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,TRUE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,SG,3203,2024,1,Januar,janvier,Gennaio,January,aw407,Sonntag,dimanche,Domenica,Sunday,14,14h-15h,Saint-Gall,St. Gallen,9.401651502761798,47.43176705706392
1153B808A6130108E0630AB38B02DFD1,at00,Andere,autres,Altri,Other,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,ZH,261,2024,1,Januar,janvier,Gennaio,January,aw401,Montag,lundi,Lunedí,Monday,16,16h-17h,Zurich,Zürich,8.49458317933327,47.38416190889769
11678E3F37A3012AE0630AB38B027ACE,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,TRUE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,BE,409,2024,1,Januar,janvier,Gennaio,January,aw407,Sonntag,dimanche,Domenica,Sunday,16,16h-17h,Hindelbank,Hindelbank,7.540621446013652,47.04190673453645
11678E3F3E55012AE0630AB38B027ACE,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,ZG,1703,2024,2,Februar,février,Febbraio,February,aw407,Sonntag,dimanche,Domenica,Sunday,01,01h-02h,Hünenberg,Hünenberg,8.4168751728046,47.233790814189646
116A2AFE64780296E0630AB38B02651D,at4,Einbiegeunfall,accident en s'engageant sur une route,Incidente nell’immettersi in una strada,Accident when turning-into main road,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,BE,902,2024,1,Januar,janvier,Gennaio,January,aw401,Montag,lundi,Lunedí,Monday,14,14h-15h,Langnau im Emmental,Langnau im Emmental,7.779128184723484,46.93964105803394
11AA827BDE2B0288E0630AB38B02503A,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt430,Autobahn,autoroute,Autostrada,Motorway,VD,5642,2024,1,Januar,janvier,Gennaio,January,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,15,15h-16h,Morges,Morges,6.49365261207733,46.51174642412229
