accident_uid,accident_type,accident_type_de,accident_type_fr,accident_type_it,accident_type_en,accident_severity_category,accident_severity_category_de,accident_severity_category_fr,accident_severity_category_it,accident_severity_category_en,accident_involving_pedestrian,accident_involving_bicycle,accident_involving_motorcycle,road_type,road_type_de,road_type_fr,road_type_it,road_type_en,canton_code,municipality_code,accident_year,accident_month,accident_month_de,accident_month_fr,accident_month_it,accident_month_en,accident_week_day,accident_week_day_de,accident_week_day_fr,accident_week_day_it,accident_week_day_en,accident_hour,accident_hour_text,gemeinde_f,gemeinde_d,lon,lat
21CA6ACC457F014CE0630AB38B020F5F,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,NE,6404,2024,8,August,août,Agosto,August,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,00,00h-01h,Boudry,Boudry,6.848253599410348,46.95435030450698
21CC0250D52201A6E0630AB38B02F3E0,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,SG,3311,2024,8,August,août,Agosto,August,aw404,Donnerstag,jeudi,Giovedì,Thursday,14,14h-15h,Amden,Amden,9.148066809877172,47.14885802457038
21D33995F1B702D6E0630AB38B02B1D7,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,SH,2904,2024,7,Juli,juillet,Luglio,July,aw407,Sonntag,dimanche,Domenica,Sunday,19,19h-20h,Neunkirch,Neunkirch,8.491388369698825,47.69575374056737
223863BF475401D8E0630AB38B025DAE,at00,Andere,autres,Altri,Other,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,TRUE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,ZH,296,2024,8,August,août,Agosto,August,aw406,Samstag,samedi,Sabato,Saturday,08,08h-09h,Illnau-Effretikon,Illnau-Effretikon,8.727685960696048,47.40773878746757
223863BF487301D8E0630AB38B025DAE,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,ZH,38,2024,9,September,septembre,Settembre,September,aw407,Sonntag,dimanche,Domenica,Sunday,16,16h-17h,Rheinau,Rheinau,8.605562768109168,47.60880302395612
224D1FA7676501F8E0630AB38B024A32,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,UR,1220,2024,8,August,août,Agosto,August,aw407,Sonntag,dimanche,Domenica,Sunday,07,07h-08h,Wassen,Wassen,8.598293328470513,46.70827396709617
22513D3E67EE018AE0630AB38B029084,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,SG,3339,2024,8,August,août,Agosto,August,aw405,Freitag,vendredi,Venerdì,Friday,14,14h-15h,Uznach,Uznach,8.963050008521009,47.230466207242365
225E6A5DDF2E0164E0630AB38B02D527,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as1,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,ZH,297,2024,9,September,septembre,Settembre,September,aw401,Montag,lundi,Lunedí,Monday,15,15h-16h,Bauma,Bauma,8.915854753479245,47.38838557439173
225ED5E3AC3E027EE0630AB38B02B5AB,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,as1,Unfall mit Getöteten,accident avec tués,Incidente con persone decedute,Accident with fatalities,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,GR,3695,2024,7,Juli,juillet,Luglio,July,aw406,Samstag,samedi,Sabato,Saturday,14,14h-15h,Sufers,Sufers,9.36997276306093,46.57006610662551
225ED5E3CD5F027EE0630AB38B02B5AB,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,BE,564,2024,8,August,août,Agosto,August,aw404,Donnerstag,jeudi,Giovedì,Thursday,15,15h-16h,Kandergrund,Kandergrund,7.678348619666954,46.51570491946991
