"lon","lat","gemeinde_f","accident_severity_category_fr"
7.38,46.9261,"Köniz","a"
7.38,46.9261,"Köniz","a"
7.38,46.9261,"Köniz","a"
7.38,46.9261,"Köniz","a"
7.38,46.9261,"Köniz","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
6.6299,46.5069,"Lausanne","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.2446,47.5353,"Würenlingen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
8.0717,47.0585,"Wolhusen","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
6.141,46.251,"Bellevue","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
8.8333,47.2613,"Rüti (ZH)","a"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.101,46.1638,"Plan-les-Ouates","b"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
6.1406,46.2559,"Bellevue","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
8.9286,45.9776,"Lugano","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
7.1079,46.0813,"Sembrancher","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.7292,47.2369,"Stäfa","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
8.64,47.3705,"Fällanden","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
7.5867,47.5673,"Bâle","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.6919,46.5102,"Quinto","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.888,45.9896,"Agno","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8597,46.2087,"Verzasca","a"
8.8011,46.5666,"Medel (Lucmagn)","a"
8.8011,46.5666,"Medel (Lucmagn)","a"
8.8011,46.5666,"Medel (Lucmagn)","a"
8.8011,46.5666,"Medel (Lucmagn)","a"
8.8011,46.5666,"Medel (Lucmagn)","a"
8.8011,46.5666,"Medel (Lucmagn)","a"
8.8011,46.5666,"Medel (Lucmagn)","a"
8.8011,46.5666,"Medel (Lucmagn)","a"
8.8011,46.5666,"Medel (Lucmagn)","a"
8.8011,46.5666,"Medel (Lucmagn)","a"
8.8011,46.5666,"Medel (Lucmagn)","a"
8.8011,46.5666,"Medel (Lucmagn)","a"
8.8011,46.5666,"Medel (Lucmagn)","a"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
7.5611,46.926,"Worb","b"
8.3458,47.368,"Widen","a"
8.3458,47.368,"Widen","a"
8.3458,47.368,"Widen","a"
8.3458,47.368,"Widen","a"
8.3458,47.368,"Widen","a"
8.3458,47.368,"Widen","a"
8.3458,47.368,"Widen","a"
8.3458,47.368,"Widen","a"
8.3458,47.368,"Widen","a"
8.3458,47.368,"Widen","a"
8.3458,47.368,"Widen","a"
8.3458,47.368,"Widen","a"
8.3458,47.368,"Widen","a"
8.3458,47.368,"Widen","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.4909,47.3949,"Zurich","a"
8.8863,47.6447,"Eschenz","a"
8.8863,47.6447,"Eschenz","a"
8.8863,47.6447,"Eschenz","a"
8.8863,47.6447,"Eschenz","a"
8.8863,47.6447,"Eschenz","a"
8.8863,47.6447,"Eschenz","a"
8.8863,47.6447,"Eschenz","a"
8.8863,47.6447,"Eschenz","a"
8.8863,47.6447,"Eschenz","a"
8.8863,47.6447,"Eschenz","a"
8.8863,47.6447,"Eschenz","a"
8.8863,47.6447,"Eschenz","a"
8.8863,47.6447,"Eschenz","a"
8.8863,47.6447,"Eschenz","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
9.0772,47.3504,"Bütschwil-Ganterschwil","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
6.1943,46.1857,"Thônex","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.2839,47.0678,"Emmen","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
8.5733,47.4235,"Opfikon","a"
7.0863,46.8542,"Misery-Courtion","a"
7.0863,46.8542,"Misery-Courtion","a"
7.0863,46.8542,"Misery-Courtion","a"
7.0863,46.8542,"Misery-Courtion","a"
7.0863,46.8542,"Misery-Courtion","a"
7.0863,46.8542,"Misery-Courtion","a"
7.0863,46.8542,"Misery-Courtion","a"
7.0863,46.8542,"Misery-Courtion","a"
7.0863,46.8542,"Misery-Courtion","a"
7.0863,46.8542,"Misery-Courtion","a"
7.0863,46.8542,"Misery-Courtion","a"
7.0863,46.8542,"Misery-Courtion","a"
7.0863,46.8542,"Misery-Courtion","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.5898,47.5601,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
7.621,47.5518,"Bâle","a"
8.1539,47.5296,"Gansingen","a"
8.1539,47.5296,"Gansingen","a"
8.1539,47.5296,"Gansingen","a"
8.1539,47.5296,"Gansingen","a"
8.1539,47.5296,"Gansingen","a"
8.1539,47.5296,"Gansingen","a"
8.1539,47.5296,"Gansingen","a"
8.1539,47.5296,"Gansingen","a"
8.1539,47.5296,"Gansingen","a"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.5858,47.4074,"Zurich","b"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.4261,46.5796,"Realp","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
8.3767,46.9628,"Stans","a"
7.3258,47.4341,"Roggenburg","a"
7.3258,47.4341,"Roggenburg","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
9.4309,47.4261,"Saint-Gall","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.6401,46.7403,"Gurtnellen","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
8.4868,47.4037,"Zurich","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.73,47.2037,"Herzogenbuchsee","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
7.5403,46.4827,"Adelboden","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
6.107,46.1625,"Plan-les-Ouates","a"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
8.0669,47.1742,"Knutwil","b"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
6.1102,46.2047,"Vernier","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
7.594,47.5611,"Bâle","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
8.4917,47.3812,"Zurich","a"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
7.827,47.1439,"Madiswil","b"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.0111,47.1127,"Willisau","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
8.8409,45.9866,"Tresa","a"
7.5143,46.6581,"Därstetten","a"
7.5143,46.6581,"Därstetten","a"
7.5143,46.6581,"Därstetten","a"
7.5143,46.6581,"Därstetten","a"
7.5143,46.6581,"Därstetten","a"
7.5143,46.6581,"Därstetten","a"
7.5143,46.6581,"Därstetten","a"
7.5143,46.6581,"Därstetten","a"
7.5143,46.6581,"Därstetten","a"
7.5143,46.6581,"Därstetten","a"
7.5143,46.6581,"Därstetten","a"
7.5143,46.6581,"Därstetten","a"
7.5143,46.6581,"Därstetten","a"
7.5143,46.6581,"Därstetten","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.6879,46.5634,"Lausanne","a"
6.9683,46.28,"Ollon","a"
6.9683,46.28,"Ollon","a"
6.9683,46.28,"Ollon","a"
6.9683,46.28,"Ollon","a"
6.9683,46.28,"Ollon","a"
6.9683,46.28,"Ollon","a"
6.9683,46.28,"Ollon","a"
6.9683,46.28,"Ollon","a"
6.9683,46.28,"Ollon","a"
6.9683,46.28,"Ollon","a"
6.9683,46.28,"Ollon","a"
